dataset,class,defect_type,sample_id,label,query_path,adaptclip,anomalyclip,winclip,diff_adaptclip_minus_anomalyclip,abs_diff_adaptclip_vs_anomalyclip,diff_adaptclip_minus_winclip,abs_diff_adaptclip_vs_winclip,diff_anomalyclip_minus_winclip,abs_diff_anomalyclip_vs_winclip,score_range_across_models
mvtec,cable,combined,8,1,dataset\MVTec\cable/test/combined/008.png,0.843193531036377,0.960832178592682,0.25830078125,-0.11763864755630504,0.11763864755630504,0.584892749786377,0.584892749786377,0.702531397342682,0.702531397342682,0.702531397342682
mvtec,cable,combined,9,1,dataset\MVTec\cable/test/combined/009.png,0.8390434980392456,0.9512402415275574,0.1199951171875,-0.11219674348831177,0.11219674348831177,0.7190483808517456,0.7190483808517456,0.8312451243400574,0.8312451243400574,0.8312451243400574
mvtec,cable,combined,10,1,dataset\MVTec\cable/test/combined/010.png,0.8432679176330566,0.9808977246284484,0.2958984375,-0.13762980699539173,0.13762980699539173,0.5473694801330566,0.5473694801330566,0.6849992871284484,0.6849992871284484,0.6849992871284484
mvtec,cable,cut_inner_insulation,0,1,dataset\MVTec\cable/test/cut_inner_insulation/000.png,0.8442420363426208,0.9106775522232056,0.294189453125,-0.06643551588058472,0.06643551588058472,0.5500525832176208,0.5500525832176208,0.6164880990982056,0.6164880990982056,0.6164880990982056
mvtec,cable,cut_inner_insulation,1,1,dataset\MVTec\cable/test/cut_inner_insulation/001.png,0.836715817451477,0.9297322630882264,0.1019287109375,-0.09301644563674938,0.09301644563674938,0.734787106513977,0.734787106513977,0.8278035521507264,0.8278035521507264,0.8278035521507264
mvtec,cable,cut_inner_insulation,2,1,dataset\MVTec\cable/test/cut_inner_insulation/002.png,0.8363010287284851,0.9603015780448914,0.07586669921875,-0.12400054931640625,0.12400054931640625,0.7604343295097351,0.7604343295097351,0.8844348788261414,0.8844348788261414,0.8844348788261414
mvtec,cable,cut_inner_insulation,3,1,dataset\MVTec\cable/test/cut_inner_insulation/003.png,0.8901675939559937,0.9413673281669616,0.2069091796875,-0.05119973421096791,0.05119973421096791,0.6832584142684937,0.6832584142684937,0.7344581484794616,0.7344581484794616,0.7344581484794616
mvtec,cable,cut_inner_insulation,4,1,dataset\MVTec\cable/test/cut_inner_insulation/004.png,0.8234307765960693,0.9187694787979126,0.115966796875,-0.09533870220184326,0.09533870220184326,0.7074639797210693,0.7074639797210693,0.8028026819229126,0.8028026819229126,0.8028026819229126
mvtec,cable,cut_inner_insulation,5,1,dataset\MVTec\cable/test/cut_inner_insulation/005.png,0.8246721029281616,0.9552375674247742,0.1375732421875,-0.13056546449661255,0.13056546449661255,0.6870988607406616,0.6870988607406616,0.8176643252372742,0.8176643252372742,0.8176643252372742
mvtec,cable,cut_inner_insulation,6,1,dataset\MVTec\cable/test/cut_inner_insulation/006.png,0.8706623911857605,0.9252658486366272,0.08038330078125,-0.0546034574508667,0.0546034574508667,0.7902790904045105,0.7902790904045105,0.8448825478553772,0.8448825478553772,0.8448825478553772
mvtec,cable,cut_inner_insulation,7,1,dataset\MVTec\cable/test/cut_inner_insulation/007.png,0.8332532644271851,0.922293782234192,0.2108154296875,-0.08904051780700695,0.08904051780700695,0.6224378347396851,0.6224378347396851,0.711478352546692,0.711478352546692,0.711478352546692
mvtec,cable,cut_inner_insulation,8,1,dataset\MVTec\cable/test/cut_inner_insulation/008.png,0.8200628757476807,0.932290256023407,0.0953369140625,-0.11222738027572632,0.11222738027572632,0.7247259616851807,0.7247259616851807,0.836953341960907,0.836953341960907,0.836953341960907
mvtec,cable,cut_inner_insulation,9,1,dataset\MVTec\cable/test/cut_inner_insulation/009.png,0.8754493594169617,0.9570842385292052,0.39599609375,-0.08163487911224354,0.08163487911224354,0.47945326566696167,0.47945326566696167,0.5610881447792052,0.5610881447792052,0.5610881447792052
mvtec,cable,cut_inner_insulation,10,1,dataset\MVTec\cable/test/cut_inner_insulation/010.png,0.8518466949462891,0.9328792691230774,0.132080078125,-0.08103257417678833,0.08103257417678833,0.7197666168212891,0.7197666168212891,0.8007991909980774,0.8007991909980774,0.8007991909980774
mvtec,cable,cut_inner_insulation,11,1,dataset\MVTec\cable/test/cut_inner_insulation/011.png,0.8517055511474609,0.8918564915657043,0.12939453125,-0.04015094041824341,0.04015094041824341,0.7223110198974609,0.7223110198974609,0.7624619603157043,0.7624619603157043,0.7624619603157043
mvtec,cable,cut_inner_insulation,12,1,dataset\MVTec\cable/test/cut_inner_insulation/012.png,0.8861799240112305,0.9447900056838988,0.330322265625,-0.058610081672668346,0.058610081672668346,0.5558576583862305,0.5558576583862305,0.6144677400588988,0.6144677400588988,0.6144677400588988
mvtec,cable,cut_inner_insulation,13,1,dataset\MVTec\cable/test/cut_inner_insulation/013.png,0.8236725330352783,0.9045166969299316,0.219970703125,-0.08084416389465332,0.08084416389465332,0.6037018299102783,0.6037018299102783,0.6845459938049316,0.6845459938049316,0.6845459938049316
mvtec,cable,cut_outer_insulation,0,1,dataset\MVTec\cable/test/cut_outer_insulation/000.png,0.941378116607666,0.9645916819572448,0.158203125,-0.023213565349578746,0.023213565349578746,0.783174991607666,0.783174991607666,0.8063885569572448,0.8063885569572448,0.8063885569572448
mvtec,cable,cut_outer_insulation,1,1,dataset\MVTec\cable/test/cut_outer_insulation/001.png,0.8542880415916443,0.9089731574058532,0.154052734375,-0.05468511581420887,0.05468511581420887,0.7002353072166443,0.7002353072166443,0.7549204230308532,0.7549204230308532,0.7549204230308532
mvtec,cable,cut_outer_insulation,2,1,dataset\MVTec\cable/test/cut_outer_insulation/002.png,0.8606531023979187,0.9308080673217772,0.1466064453125,-0.07015496492385853,0.07015496492385853,0.7140466570854187,0.7140466570854187,0.7842016220092772,0.7842016220092772,0.7842016220092772
mvtec,cable,cut_outer_insulation,3,1,dataset\MVTec\cable/test/cut_outer_insulation/003.png,0.927432417869568,0.9495154023170472,0.08538818359375,-0.022082984447479248,0.022082984447479248,0.842044234275818,0.842044234275818,0.8641272187232972,0.8641272187232972,0.8641272187232972
mvtec,cable,cut_outer_insulation,4,1,dataset\MVTec\cable/test/cut_outer_insulation/004.png,0.8614568710327148,0.9280067086219788,0.092041015625,-0.06654983758926392,0.06654983758926392,0.7694158554077148,0.7694158554077148,0.8359656929969788,0.8359656929969788,0.8359656929969788
mvtec,cable,cut_outer_insulation,5,1,dataset\MVTec\cable/test/cut_outer_insulation/005.png,0.923635482788086,0.9296772480010986,0.27978515625,-0.006041765213012584,0.006041765213012584,0.643850326538086,0.643850326538086,0.6498920917510986,0.6498920917510986,0.6498920917510986
mvtec,cable,cut_outer_insulation,6,1,dataset\MVTec\cable/test/cut_outer_insulation/006.png,0.8890212774276733,0.9497939944267272,0.118408203125,-0.060772716999053844,0.060772716999053844,0.7706130743026733,0.7706130743026733,0.8313857913017272,0.8313857913017272,0.8313857913017272
mvtec,cable,cut_outer_insulation,7,1,dataset\MVTec\cable/test/cut_outer_insulation/007.png,0.8824563026428223,0.9289731383323668,0.1495361328125,-0.04651683568954457,0.04651683568954457,0.7329201698303223,0.7329201698303223,0.7794370055198668,0.7794370055198668,0.7794370055198668
mvtec,cable,cut_outer_insulation,8,1,dataset\MVTec\cable/test/cut_outer_insulation/008.png,0.8544446229934692,0.9558059573173524,0.09271240234375,-0.10136133432388317,0.10136133432388317,0.7617322206497192,0.7617322206497192,0.8630935549736024,0.8630935549736024,0.8630935549736024
mvtec,cable,cut_outer_insulation,9,1,dataset\MVTec\cable/test/cut_outer_insulation/009.png,0.9303158521652222,0.9515309929847716,0.1312255859375,-0.02121514081954945,0.02121514081954945,0.7990902662277222,0.7990902662277222,0.8203054070472716,0.8203054070472716,0.8203054070472716
mvtec,cable,good,0,0,dataset\MVTec\cable/test/good/000.png,0.814767599105835,0.8446004390716553,0.06634521484375,-0.029832839965820312,0.029832839965820312,0.748422384262085,0.748422384262085,0.7782552242279053,0.7782552242279053,0.7782552242279053
mvtec,cable,good,1,0,dataset\MVTec\cable/test/good/001.png,0.8369088172912598,0.8878917098045349,0.095703125,-0.050982892513275146,0.050982892513275146,0.7412056922912598,0.7412056922912598,0.7921885848045349,0.7921885848045349,0.7921885848045349
mvtec,cable,good,2,0,dataset\MVTec\cable/test/good/002.png,0.8145700693130493,0.9031951427459716,0.0885009765625,-0.08862507343292225,0.08862507343292225,0.7260690927505493,0.7260690927505493,0.8146941661834716,0.8146941661834716,0.8146941661834716
mvtec,cable,good,3,0,dataset\MVTec\cable/test/good/003.png,0.8313907384872437,0.9390614628791808,0.09600830078125,-0.10767072439193714,0.10767072439193714,0.7353824377059937,0.7353824377059937,0.8430531620979308,0.8430531620979308,0.8430531620979308
mvtec,cable,good,4,0,dataset\MVTec\cable/test/good/004.png,0.828971803188324,0.9318246841430664,0.1505126953125,-0.10285288095474243,0.10285288095474243,0.678459107875824,0.678459107875824,0.7813119888305664,0.7813119888305664,0.7813119888305664
mvtec,cable,good,5,0,dataset\MVTec\cable/test/good/005.png,0.8433417677879333,0.9014513492584229,0.1510009765625,-0.0581095814704895,0.0581095814704895,0.6923407912254333,0.6923407912254333,0.7504503726959229,0.7504503726959229,0.7504503726959229
mvtec,cable,good,6,0,dataset\MVTec\cable/test/good/006.png,0.8281924724578857,0.8744941353797913,0.11358642578125,-0.04630166292190552,0.04630166292190552,0.7146060466766357,0.7146060466766357,0.7609077095985413,0.7609077095985413,0.7609077095985413
mvtec,cable,good,7,0,dataset\MVTec\cable/test/good/007.png,0.8442556858062744,0.9194141626358032,0.11199951171875,-0.07515847682952881,0.07515847682952881,0.7322561740875244,0.7322561740875244,0.8074146509170532,0.8074146509170532,0.8074146509170532
mvtec,cable,good,8,0,dataset\MVTec\cable/test/good/008.png,0.801857590675354,0.8734551072120667,0.042388916015625,-0.07159751653671265,0.07159751653671265,0.759468674659729,0.759468674659729,0.8310661911964417,0.8310661911964417,0.8310661911964417
mvtec,cable,good,9,0,dataset\MVTec\cable/test/good/009.png,0.818234920501709,0.8796249032020569,0.08447265625,-0.0613899827003479,0.0613899827003479,0.733762264251709,0.733762264251709,0.7951522469520569,0.7951522469520569,0.7951522469520569
mvtec,cable,good,10,0,dataset\MVTec\cable/test/good/010.png,0.8399040699005127,0.9101895093917848,0.155029296875,-0.07028543949127208,0.07028543949127208,0.6848747730255127,0.6848747730255127,0.7551602125167848,0.7551602125167848,0.7551602125167848
mvtec,cable,good,11,0,dataset\MVTec\cable/test/good/011.png,0.8389281034469604,0.8929107189178467,0.04534912109375,-0.05398261547088623,0.05398261547088623,0.7935789823532104,0.7935789823532104,0.8475615978240967,0.8475615978240967,0.8475615978240967
mvtec,cable,good,12,0,dataset\MVTec\cable/test/good/012.png,0.8261098861694336,0.8540933728218079,0.040374755859375,-0.027983486652374268,0.027983486652374268,0.7857351303100586,0.7857351303100586,0.8137186169624329,0.8137186169624329,0.8137186169624329
mvtec,cable,good,13,0,dataset\MVTec\cable/test/good/013.png,0.8212171792984009,0.8727418780326843,0.07080078125,-0.05152469873428345,0.05152469873428345,0.7504163980484009,0.7504163980484009,0.8019410967826843,0.8019410967826843,0.8019410967826843
mvtec,cable,good,14,0,dataset\MVTec\cable/test/good/014.png,0.8641376495361328,0.925640344619751,0.0843505859375,-0.061502695083618164,0.061502695083618164,0.7797870635986328,0.7797870635986328,0.841289758682251,0.841289758682251,0.841289758682251
mvtec,cable,good,15,0,dataset\MVTec\cable/test/good/015.png,0.8419013023376465,0.8712379932403564,0.091064453125,-0.02933669090270996,0.02933669090270996,0.7508368492126465,0.7508368492126465,0.7801735401153564,0.7801735401153564,0.7801735401153564
mvtec,cable,good,16,0,dataset\MVTec\cable/test/good/016.png,0.8145287036895752,0.8731689453125,0.06585693359375,-0.058640241622924805,0.058640241622924805,0.7486717700958252,0.7486717700958252,0.80731201171875,0.80731201171875,0.80731201171875
mvtec,cable,good,17,0,dataset\MVTec\cable/test/good/017.png,0.8206328749656677,0.8920639157295227,0.0863037109375,-0.07143104076385498,0.07143104076385498,0.7343291640281677,0.7343291640281677,0.8057602047920227,0.8057602047920227,0.8057602047920227
mvtec,cable,good,18,0,dataset\MVTec\cable/test/good/018.png,0.8219348788261414,0.8990558981895447,0.07080078125,-0.07712101936340332,0.07712101936340332,0.7511340975761414,0.7511340975761414,0.8282551169395447,0.8282551169395447,0.8282551169395447
mvtec,cable,good,19,0,dataset\MVTec\cable/test/good/019.png,0.8187474012374878,0.8571462035179138,0.1055908203125,-0.038398802280426025,0.038398802280426025,0.7131565809249878,0.7131565809249878,0.7515553832054138,0.7515553832054138,0.7515553832054138
mvtec,cable,good,20,0,dataset\MVTec\cable/test/good/020.png,0.813042402267456,0.8737280368804932,0.12939453125,-0.06068563461303711,0.06068563461303711,0.683647871017456,0.683647871017456,0.7443335056304932,0.7443335056304932,0.7443335056304932
mvtec,cable,good,21,0,dataset\MVTec\cable/test/good/021.png,0.8340939283370972,0.9249463081359864,0.07781982421875,-0.09085237979888927,0.09085237979888927,0.7562741041183472,0.7562741041183472,0.8471264839172364,0.8471264839172364,0.8471264839172364
mvtec,cable,good,22,0,dataset\MVTec\cable/test/good/022.png,0.8261672854423523,0.9287532567977904,0.06829833984375,-0.10258597135543812,0.10258597135543812,0.7578689455986023,0.7578689455986023,0.8604549169540404,0.8604549169540404,0.8604549169540404
mvtec,cable,good,23,0,dataset\MVTec\cable/test/good/023.png,0.818405032157898,0.8916162848472595,0.107421875,-0.07321125268936157,0.07321125268936157,0.710983157157898,0.710983157157898,0.7841944098472595,0.7841944098472595,0.7841944098472595
mvtec,cable,good,24,0,dataset\MVTec\cable/test/good/024.png,0.8129740953445435,0.8889020681381226,0.07806396484375,-0.0759279727935791,0.0759279727935791,0.7349101305007935,0.7349101305007935,0.8108381032943726,0.8108381032943726,0.8108381032943726
mvtec,cable,good,25,0,dataset\MVTec\cable/test/good/025.png,0.8362175822257996,0.919766366481781,0.07183837890625,-0.08354878425598145,0.08354878425598145,0.7643792033195496,0.7643792033195496,0.847927987575531,0.847927987575531,0.847927987575531
mvtec,cable,good,26,0,dataset\MVTec\cable/test/good/026.png,0.8313965797424316,0.910750150680542,0.085693359375,-0.07935357093811035,0.07935357093811035,0.7457032203674316,0.7457032203674316,0.825056791305542,0.825056791305542,0.825056791305542
mvtec,cable,good,27,0,dataset\MVTec\cable/test/good/027.png,0.8312020301818848,0.9268087148666382,0.171630859375,-0.09560668468475342,0.09560668468475342,0.6595711708068848,0.6595711708068848,0.7551778554916382,0.7551778554916382,0.7551778554916382
mvtec,cable,good,28,0,dataset\MVTec\cable/test/good/028.png,0.8329732418060303,0.913167119026184,0.06512451171875,-0.0801938772201537,0.0801938772201537,0.7678487300872803,0.7678487300872803,0.848042607307434,0.848042607307434,0.848042607307434
mvtec,cable,good,29,0,dataset\MVTec\cable/test/good/029.png,0.8327204585075378,0.8870630264282227,0.08270263671875,-0.054342567920684814,0.054342567920684814,0.7500178217887878,0.7500178217887878,0.8043603897094727,0.8043603897094727,0.8043603897094727
mvtec,cable,good,30,0,dataset\MVTec\cable/test/good/030.png,0.8232238292694092,0.9003320336341858,0.16455078125,-0.07710820436477661,0.07710820436477661,0.6586730480194092,0.6586730480194092,0.7357812523841858,0.7357812523841858,0.7357812523841858
mvtec,cable,good,31,0,dataset\MVTec\cable/test/good/031.png,0.7981583476066589,0.8486958146095276,0.0792236328125,-0.05053746700286865,0.05053746700286865,0.7189347147941589,0.7189347147941589,0.7694721817970276,0.7694721817970276,0.7694721817970276
mvtec,cable,good,32,0,dataset\MVTec\cable/test/good/032.png,0.8180770874023438,0.8899847269058228,0.106689453125,-0.071907639503479,0.071907639503479,0.7113876342773438,0.7113876342773438,0.7832952737808228,0.7832952737808228,0.7832952737808228
mvtec,cable,good,33,0,dataset\MVTec\cable/test/good/033.png,0.8188931345939636,0.8726610541343689,0.08819580078125,-0.05376791954040527,0.05376791954040527,0.7306973338127136,0.7306973338127136,0.7844652533531189,0.7844652533531189,0.7844652533531189
mvtec,cable,good,34,0,dataset\MVTec\cable/test/good/034.png,0.81170654296875,0.8235904574394226,0.1044921875,-0.011883914470672607,0.011883914470672607,0.70721435546875,0.70721435546875,0.7190982699394226,0.7190982699394226,0.7190982699394226
mvtec,cable,good,35,0,dataset\MVTec\cable/test/good/035.png,0.8191729784011841,0.9357414841651917,0.049041748046875,-0.11656850576400757,0.11656850576400757,0.7701312303543091,0.7701312303543091,0.8866997361183167,0.8866997361183167,0.8866997361183167
mvtec,cable,good,36,0,dataset\MVTec\cable/test/good/036.png,0.8177356719970703,0.8970710039138794,0.07208251953125,-0.07933533191680908,0.07933533191680908,0.7456531524658203,0.7456531524658203,0.8249884843826294,0.8249884843826294,0.8249884843826294
mvtec,cable,good,37,0,dataset\MVTec\cable/test/good/037.png,0.8678805232048035,0.9086703062057496,0.07861328125,-0.040789783000946156,0.040789783000946156,0.7892672419548035,0.7892672419548035,0.8300570249557496,0.8300570249557496,0.8300570249557496
mvtec,cable,good,38,0,dataset\MVTec\cable/test/good/038.png,0.8228249549865723,0.8827753663063049,0.154541015625,-0.059950411319732666,0.059950411319732666,0.6682839393615723,0.6682839393615723,0.7282343506813049,0.7282343506813049,0.7282343506813049
mvtec,cable,good,39,0,dataset\MVTec\cable/test/good/039.png,0.8343564867973328,0.8568206429481506,0.17333984375,-0.02246415615081787,0.02246415615081787,0.6610166430473328,0.6610166430473328,0.6834807991981506,0.6834807991981506,0.6834807991981506
mvtec,cable,good,40,0,dataset\MVTec\cable/test/good/040.png,0.8369333148002625,0.9368301033973694,0.040985107421875,-0.09989678859710693,0.09989678859710693,0.7959482073783875,0.7959482073783875,0.8958449959754944,0.8958449959754944,0.8958449959754944
mvtec,cable,good,41,0,dataset\MVTec\cable/test/good/041.png,0.8068513870239258,0.8971042037010193,0.10089111328125,-0.0902528166770935,0.0902528166770935,0.7059602737426758,0.7059602737426758,0.7962130904197693,0.7962130904197693,0.7962130904197693
mvtec,cable,good,42,0,dataset\MVTec\cable/test/good/042.png,0.7972409129142761,0.8547052145004272,0.06512451171875,-0.05746430158615112,0.05746430158615112,0.7321164011955261,0.7321164011955261,0.7895807027816772,0.7895807027816772,0.7895807027816772
mvtec,cable,good,43,0,dataset\MVTec\cable/test/good/043.png,0.8509894609451294,0.9062279462814332,0.08209228515625,-0.05523848533630382,0.05523848533630382,0.7688971757888794,0.7688971757888794,0.8241356611251832,0.8241356611251832,0.8241356611251832
mvtec,cable,good,44,0,dataset\MVTec\cable/test/good/044.png,0.838654637336731,0.924103319644928,0.05072021484375,-0.08544868230819702,0.08544868230819702,0.787934422492981,0.787934422492981,0.873383104801178,0.873383104801178,0.873383104801178
mvtec,cable,good,45,0,dataset\MVTec\cable/test/good/045.png,0.8547914028167725,0.8728695511817932,0.038604736328125,-0.018078148365020752,0.018078148365020752,0.8161866664886475,0.8161866664886475,0.8342648148536682,0.8342648148536682,0.8342648148536682
