dataset,class,defect_type,sample_id,label,query_path,adaptclip,anomalyclip,winclip,score_range_across_models,abs_diff_adaptclip_vs_anomalyclip,abs_diff_adaptclip_vs_winclip,abs_diff_anomalyclip_vs_winclip
mvtec,hazelnut,crack,2,1,dataset\MVTec\hazelnut/test/crack/002.png,0.9211163520812988,0.9282934069633484,0.7431640625,0.1851293444633484,0.0071770548820495605,0.17795228958129883,0.1851293444633484
mvtec,hazelnut,crack,3,1,dataset\MVTec\hazelnut/test/crack/003.png,0.9167215824127196,0.9691653847694396,0.57763671875,0.3915286660194396,0.05244380235671997,0.3390848636627196,0.3915286660194396
mvtec,hazelnut,crack,4,1,dataset\MVTec\hazelnut/test/crack/004.png,0.9009084105491638,0.9674369692802428,0.82666015625,0.1407768130302428,0.06652855873107899,0.07424825429916382,0.1407768130302428
mvtec,hazelnut,crack,5,1,dataset\MVTec\hazelnut/test/crack/005.png,0.91746723651886,0.9744840264320374,0.79296875,0.18151527643203735,0.05701678991317738,0.12449848651885997,0.18151527643203735
mvtec,hazelnut,crack,6,1,dataset\MVTec\hazelnut/test/crack/006.png,0.932430386543274,0.9868696331977844,0.615234375,0.3716352581977844,0.05443924665451039,0.31719601154327404,0.3716352581977844
mvtec,hazelnut,crack,7,1,dataset\MVTec\hazelnut/test/crack/007.png,0.9270185828208924,0.9616338610649108,0.79833984375,0.16329401731491078,0.03461527824401833,0.12867873907089245,0.16329401731491078
mvtec,hazelnut,crack,8,1,dataset\MVTec\hazelnut/test/crack/008.png,0.9301092624664308,0.9846953749656676,0.6298828125,0.3548125624656676,0.05458611249923684,0.3002264499664308,0.3548125624656676
mvtec,hazelnut,crack,9,1,dataset\MVTec\hazelnut/test/crack/009.png,0.8798913955688477,0.936945378780365,0.6513671875,0.285578191280365,0.057053983211517334,0.22852420806884766,0.285578191280365
mvtec,hazelnut,cut,0,1,dataset\MVTec\hazelnut/test/cut/000.png,0.9084858298301696,0.8735999464988708,0.37744140625,0.5310444235801696,0.03488588333129872,0.5310444235801696,0.49615854024887085
mvtec,hazelnut,cut,1,1,dataset\MVTec\hazelnut/test/cut/001.png,0.8773950934410095,0.9367886781692504,0.4765625,0.4602261781692504,0.059393584728240856,0.4008325934410095,0.4602261781692504
mvtec,hazelnut,cut,10,1,dataset\MVTec\hazelnut/test/cut/010.png,0.7914085388183594,0.902975857257843,0.5546875,0.348288357257843,0.11156731843948364,0.23672103881835938,0.348288357257843
mvtec,hazelnut,cut,11,1,dataset\MVTec\hazelnut/test/cut/011.png,0.9479355216026306,0.9726534485816956,0.78271484375,0.18993860483169556,0.02471792697906494,0.16522067785263062,0.18993860483169556
mvtec,hazelnut,cut,12,1,dataset\MVTec\hazelnut/test/cut/012.png,0.9204219579696656,0.9734832048416138,0.5078125,0.46567070484161377,0.05306124687194813,0.41260945796966564,0.46567070484161377
mvtec,hazelnut,cut,13,1,dataset\MVTec\hazelnut/test/cut/013.png,0.864191472530365,0.890428364276886,0.57763671875,0.312791645526886,0.026236891746520996,0.286554753780365,0.312791645526886
mvtec,hazelnut,cut,14,1,dataset\MVTec\hazelnut/test/cut/014.png,0.9093444347381592,0.9420192837715148,0.5390625,0.4029567837715148,0.0326748490333556,0.3702819347381592,0.4029567837715148
mvtec,hazelnut,cut,15,1,dataset\MVTec\hazelnut/test/cut/015.png,0.8929201364517212,0.9407066106796264,0.7607421875,0.17996442317962635,0.04778647422790516,0.1321779489517212,0.17996442317962635
mvtec,hazelnut,cut,16,1,dataset\MVTec\hazelnut/test/cut/016.png,0.8451831340789795,0.9251863360404968,0.7607421875,0.16444414854049683,0.08000320196151733,0.08444094657897949,0.16444414854049683
mvtec,hazelnut,cut,2,1,dataset\MVTec\hazelnut/test/cut/002.png,0.9189326763153076,0.9113612174987792,0.80322265625,0.11571002006530762,0.007571458816528431,0.11571002006530762,0.10813856124877919
mvtec,hazelnut,cut,3,1,dataset\MVTec\hazelnut/test/cut/003.png,0.8843008279800415,0.9438474774360656,0.56982421875,0.37402325868606556,0.05954664945602406,0.3144766092300415,0.37402325868606556
mvtec,hazelnut,cut,4,1,dataset\MVTec\hazelnut/test/cut/004.png,0.9333298206329346,0.9354722499847412,0.70556640625,0.2299058437347412,0.0021424293518066406,0.22776341438293457,0.2299058437347412
mvtec,hazelnut,cut,5,1,dataset\MVTec\hazelnut/test/cut/005.png,0.9418618679046632,0.9680097699165344,0.6298828125,0.3381269574165344,0.026147902011871227,0.3119790554046632,0.3381269574165344
mvtec,hazelnut,cut,6,1,dataset\MVTec\hazelnut/test/cut/006.png,0.9109594821929932,0.9334274530410768,0.82666015625,0.10676729679107677,0.022467970848083607,0.08429932594299316,0.10676729679107677
mvtec,hazelnut,cut,7,1,dataset\MVTec\hazelnut/test/cut/007.png,0.8211190104484558,0.8410792946815491,0.88720703125,0.06608802080154419,0.01996028423309326,0.06608802080154419,0.04612773656845093
mvtec,hazelnut,cut,8,1,dataset\MVTec\hazelnut/test/cut/008.png,0.9421883821487428,0.9843995571136476,0.90185546875,0.08254408836364757,0.042211174964904785,0.04033291339874279,0.08254408836364757
mvtec,hazelnut,cut,9,1,dataset\MVTec\hazelnut/test/cut/009.png,0.903099238872528,0.9553961157798768,0.5546875,0.4007086157798768,0.052296876907348855,0.34841173887252797,0.4007086157798768
mvtec,hazelnut,good,0,0,dataset\MVTec\hazelnut/test/good/000.png,0.7091827392578125,0.890268862247467,0.385009765625,0.505259096622467,0.18108612298965454,0.3241729736328125,0.505259096622467
mvtec,hazelnut,good,1,0,dataset\MVTec\hazelnut/test/good/001.png,0.8395978808403015,0.8745505213737488,0.437744140625,0.4368063807487488,0.034952640533447266,0.4018537402153015,0.4368063807487488
mvtec,hazelnut,good,10,0,dataset\MVTec\hazelnut/test/good/010.png,0.7841615080833435,0.8432753682136536,0.275146484375,0.5681288838386536,0.05911386013031006,0.5090150237083435,0.5681288838386536
mvtec,hazelnut,good,11,0,dataset\MVTec\hazelnut/test/good/011.png,0.7733820676803589,0.8970003128051758,0.3486328125,0.5483675003051758,0.1236182451248169,0.4247492551803589,0.5483675003051758
mvtec,hazelnut,good,12,0,dataset\MVTec\hazelnut/test/good/012.png,0.8213867545127869,0.8419049382209778,0.46875,0.3731549382209778,0.020518183708190918,0.35263675451278687,0.3731549382209778
mvtec,hazelnut,good,13,0,dataset\MVTec\hazelnut/test/good/013.png,0.9052186012268066,0.9381005764007568,0.5849609375,0.35313963890075684,0.032881975173950195,0.32025766372680664,0.35313963890075684
mvtec,hazelnut,good,14,0,dataset\MVTec\hazelnut/test/good/014.png,0.8325124979019165,0.7785528302192688,0.546875,0.2856374979019165,0.053959667682647705,0.2856374979019165,0.2316778302192688
mvtec,hazelnut,good,15,0,dataset\MVTec\hazelnut/test/good/015.png,0.7582752704620361,0.8296058177947998,0.32763671875,0.5019690990447998,0.07133054733276367,0.43063855171203613,0.5019690990447998
mvtec,hazelnut,good,16,0,dataset\MVTec\hazelnut/test/good/016.png,0.7908861637115479,0.8281933665275574,0.3486328125,0.4795605540275574,0.03730720281600952,0.44225335121154785,0.4795605540275574
mvtec,hazelnut,good,17,0,dataset\MVTec\hazelnut/test/good/017.png,0.7480470538139343,0.7781753540039062,0.19677734375,0.5813980102539062,0.030128300189971924,0.5512697100639343,0.5813980102539062
mvtec,hazelnut,good,18,0,dataset\MVTec\hazelnut/test/good/018.png,0.8211270570755005,0.8852457404136658,0.392333984375,0.49291175603866577,0.06411868333816528,0.4287930727005005,0.49291175603866577
mvtec,hazelnut,good,19,0,dataset\MVTec\hazelnut/test/good/019.png,0.7863204479217529,0.9016067981719972,0.2069091796875,0.6946976184844972,0.11528635025024425,0.5794112682342529,0.6946976184844972
mvtec,hazelnut,good,2,0,dataset\MVTec\hazelnut/test/good/002.png,0.703707218170166,0.8547229170799255,0.5234375,0.33128541707992554,0.15101569890975952,0.18026971817016602,0.33128541707992554
mvtec,hazelnut,good,20,0,dataset\MVTec\hazelnut/test/good/020.png,0.8487216234207153,0.9263857007026672,0.437744140625,0.48864156007766724,0.0776640772819519,0.41097748279571533,0.48864156007766724
mvtec,hazelnut,good,21,0,dataset\MVTec\hazelnut/test/good/021.png,0.7303006649017334,0.7921665906906128,0.2120361328125,0.5801304578781128,0.061865925788879395,0.5182645320892334,0.5801304578781128
mvtec,hazelnut,good,22,0,dataset\MVTec\hazelnut/test/good/022.png,0.8224412202835083,0.8458911776542664,0.385009765625,0.46088141202926636,0.023449957370758057,0.4374314546585083,0.46088141202926636
mvtec,hazelnut,good,23,0,dataset\MVTec\hazelnut/test/good/023.png,0.7844035029411316,0.7821929454803467,0.363037109375,0.4213663935661316,0.002210557460784912,0.4213663935661316,0.4191558361053467
mvtec,hazelnut,good,24,0,dataset\MVTec\hazelnut/test/good/024.png,0.7840644717216492,0.90968120098114,0.2069091796875,0.70277202129364,0.12561672925949086,0.5771552920341492,0.70277202129364
mvtec,hazelnut,good,25,0,dataset\MVTec\hazelnut/test/good/025.png,0.8578049540519714,0.9293546676635742,0.453369140625,0.4759855270385742,0.07154971361160278,0.40443581342697144,0.4759855270385742
mvtec,hazelnut,good,26,0,dataset\MVTec\hazelnut/test/good/026.png,0.8174892663955688,0.853869616985321,0.5,0.35386961698532104,0.0363803505897522,0.31748926639556885,0.35386961698532104
mvtec,hazelnut,good,27,0,dataset\MVTec\hazelnut/test/good/027.png,0.796811580657959,0.7549756765365601,0.363037109375,0.433774471282959,0.041835904121398926,0.433774471282959,0.39193856716156006
mvtec,hazelnut,good,28,0,dataset\MVTec\hazelnut/test/good/028.png,0.5282840132713318,0.8868605494499207,0.5234375,0.36342304944992065,0.35857653617858887,0.004846513271331787,0.36342304944992065
mvtec,hazelnut,good,29,0,dataset\MVTec\hazelnut/test/good/029.png,0.7566131949424744,0.8301122188568115,0.281494140625,0.5486180782318115,0.07349902391433716,0.47511905431747437,0.5486180782318115
mvtec,hazelnut,good,3,0,dataset\MVTec\hazelnut/test/good/003.png,0.8896697759628296,0.9373114109039308,0.5078125,0.4294989109039308,0.047641634941101185,0.3818572759628296,0.4294989109039308
mvtec,hazelnut,good,30,0,dataset\MVTec\hazelnut/test/good/030.png,0.8345521688461304,0.8590404391288757,0.16455078125,0.6944896578788757,0.02448827028274536,0.6700013875961304,0.6944896578788757
mvtec,hazelnut,good,31,0,dataset\MVTec\hazelnut/test/good/031.png,0.8304097056388855,0.792553186416626,0.294189453125,0.5362202525138855,0.03785651922225952,0.5362202525138855,0.498363733291626
mvtec,hazelnut,good,32,0,dataset\MVTec\hazelnut/test/good/032.png,0.7301095724105835,0.903921365737915,0.515625,0.38829636573791504,0.17381179332733154,0.2144845724105835,0.38829636573791504
mvtec,hazelnut,good,33,0,dataset\MVTec\hazelnut/test/good/033.png,0.8433036804199219,0.901589810848236,0.3701171875,0.531472623348236,0.0582861304283141,0.4731864929199219,0.531472623348236
mvtec,hazelnut,good,34,0,dataset\MVTec\hazelnut/test/good/034.png,0.7829346656799316,0.6875135898590088,0.39990234375,0.38303232192993164,0.09542107582092285,0.38303232192993164,0.2876112461090088
mvtec,hazelnut,good,35,0,dataset\MVTec\hazelnut/test/good/035.png,0.6212331652641296,0.746411144733429,0.1871337890625,0.559277355670929,0.12517797946929932,0.43409937620162964,0.559277355670929
mvtec,hazelnut,good,36,0,dataset\MVTec\hazelnut/test/good/036.png,0.7221135497093201,0.7754983305931091,0.43017578125,0.34532254934310913,0.05338478088378906,0.29193776845932007,0.34532254934310913
mvtec,hazelnut,good,37,0,dataset\MVTec\hazelnut/test/good/037.png,0.7219328284263611,0.8000893592834473,0.422607421875,0.37748193740844727,0.07815653085708618,0.2993254065513611,0.37748193740844727
mvtec,hazelnut,good,38,0,dataset\MVTec\hazelnut/test/good/038.png,0.8619771003723145,0.9035100936889648,0.294189453125,0.6093206405639648,0.04153299331665039,0.5677876472473145,0.6093206405639648
mvtec,hazelnut,good,39,0,dataset\MVTec\hazelnut/test/good/039.png,0.6712896227836609,0.746371328830719,0.2281494140625,0.518221914768219,0.0750817060470581,0.4431402087211609,0.518221914768219
mvtec,hazelnut,good,4,0,dataset\MVTec\hazelnut/test/good/004.png,0.7632544040679932,0.8535118699073792,0.21728515625,0.6362267136573792,0.09025746583938599,0.5459692478179932,0.6362267136573792
mvtec,hazelnut,good,5,0,dataset\MVTec\hazelnut/test/good/005.png,0.8698670268058777,0.94961816072464,0.341552734375,0.60806542634964,0.07975113391876232,0.5283142924308777,0.60806542634964
mvtec,hazelnut,good,6,0,dataset\MVTec\hazelnut/test/good/006.png,0.7627393007278442,0.7728956937789917,0.26904296875,0.5038527250289917,0.010156393051147461,0.49369633197784424,0.5038527250289917
mvtec,hazelnut,good,7,0,dataset\MVTec\hazelnut/test/good/007.png,0.7923388481140137,0.8106588125228882,0.422607421875,0.3880513906478882,0.01831996440887451,0.36973142623901367,0.3880513906478882
mvtec,hazelnut,good,8,0,dataset\MVTec\hazelnut/test/good/008.png,0.7793216705322266,0.8103906512260437,0.1688232421875,0.6415674090385437,0.03106898069381714,0.6104984283447266,0.6415674090385437
mvtec,hazelnut,good,9,0,dataset\MVTec\hazelnut/test/good/009.png,0.7958298921585083,0.8776115775108337,0.5849609375,0.29265064001083374,0.08178168535232544,0.2108689546585083,0.29265064001083374
mvtec,hazelnut,hole,0,1,dataset\MVTec\hazelnut/test/hole/000.png,0.9631773233413696,0.9837570190429688,0.72509765625,0.25865936279296875,0.02057969570159912,0.23807966709136963,0.25865936279296875
mvtec,hazelnut,hole,1,1,dataset\MVTec\hazelnut/test/hole/001.png,0.8968807458877563,0.9416305422782898,0.67919921875,0.2624313235282898,0.04474979639053345,0.21768152713775635,0.2624313235282898
mvtec,hazelnut,hole,10,1,dataset\MVTec\hazelnut/test/hole/010.png,0.9432947039604188,0.9821495413780212,0.63720703125,0.34494251012802124,0.03885483741760243,0.3060876727104188,0.34494251012802124
mvtec,hazelnut,hole,11,1,dataset\MVTec\hazelnut/test/hole/011.png,0.8717107772827148,0.970828413963318,0.7373046875,0.23352372646331798,0.09911763668060314,0.13440608978271484,0.23352372646331798
mvtec,hazelnut,hole,12,1,dataset\MVTec\hazelnut/test/hole/012.png,0.9454309344291688,0.9805667996406556,0.77734375,0.20322304964065563,0.035135865211486816,0.1680871844291688,0.20322304964065563
mvtec,hazelnut,hole,13,1,dataset\MVTec\hazelnut/test/hole/013.png,0.9509441256523132,0.9774789214134216,0.76611328125,0.21136564016342163,0.0265347957611084,0.18483084440231323,0.21136564016342163
mvtec,hazelnut,hole,14,1,dataset\MVTec\hazelnut/test/hole/014.png,0.9674695730209352,0.995765209197998,0.77197265625,0.22379255294799805,0.028295636177062877,0.19549691677093517,0.22379255294799805
mvtec,hazelnut,hole,15,1,dataset\MVTec\hazelnut/test/hole/015.png,0.9530455470085144,0.987070620059967,0.69287109375,0.29419952630996704,0.03402507305145264,0.2601744532585144,0.29419952630996704
mvtec,hazelnut,hole,16,1,dataset\MVTec\hazelnut/test/hole/016.png,0.955810248851776,0.9831084609031676,0.5390625,0.4440459609031676,0.0272982120513916,0.416747748851776,0.4440459609031676
mvtec,hazelnut,hole,17,1,dataset\MVTec\hazelnut/test/hole/017.png,0.9166008234024048,0.9905397891998292,0.437744140625,0.5527956485748292,0.07393896579742443,0.4788566827774048,0.5527956485748292
mvtec,hazelnut,hole,2,1,dataset\MVTec\hazelnut/test/hole/002.png,0.9534503817558287,0.973520576953888,0.437744140625,0.535776436328888,0.020070195198059304,0.5157062411308287,0.535776436328888
mvtec,hazelnut,hole,3,1,dataset\MVTec\hazelnut/test/hole/003.png,0.9437999129295348,0.9918909072875975,0.71875,0.27314090728759755,0.048090994358062744,0.2250499129295348,0.27314090728759755
mvtec,hazelnut,hole,4,1,dataset\MVTec\hazelnut/test/hole/004.png,0.6827208399772644,0.9306045174598694,0.484375,0.4462295174598694,0.24788367748260498,0.1983458399772644,0.4462295174598694
mvtec,hazelnut,hole,5,1,dataset\MVTec\hazelnut/test/hole/005.png,0.9460611343383788,0.9738104939460754,0.422607421875,0.5512030720710754,0.027749359607696644,0.5234537124633788,0.5512030720710754
mvtec,hazelnut,hole,6,1,dataset\MVTec\hazelnut/test/hole/006.png,0.9292677640914916,0.9476367831230164,0.67919921875,0.26843756437301636,0.01836901903152477,0.2500685453414916,0.26843756437301636
mvtec,hazelnut,hole,7,1,dataset\MVTec\hazelnut/test/hole/007.png,0.8054807186126709,0.9437589645385742,0.5,0.4437589645385742,0.13827824592590332,0.3054807186126709,0.4437589645385742
mvtec,hazelnut,hole,8,1,dataset\MVTec\hazelnut/test/hole/008.png,0.9465407729148864,0.9678272604942322,0.615234375,0.3525928854942322,0.021286487579345814,0.33130639791488636,0.3525928854942322
mvtec,hazelnut,hole,9,1,dataset\MVTec\hazelnut/test/hole/009.png,0.9110004901885986,0.9598732590675354,0.422607421875,0.5372658371925354,0.04887276887893677,0.48839306831359863,0.5372658371925354
mvtec,hazelnut,print,0,1,dataset\MVTec\hazelnut/test/print/000.png,0.7198912501335144,0.8974921703338623,0.5849609375,0.3125312328338623,0.1776009202003479,0.1349303126335144,0.3125312328338623
mvtec,hazelnut,print,1,1,dataset\MVTec\hazelnut/test/print/001.png,0.3992792963981628,0.8139269351959229,0.46875,0.41464763879776007,0.41464763879776007,0.06947070360183721,0.34517693519592285
mvtec,hazelnut,print,10,1,dataset\MVTec\hazelnut/test/print/010.png,0.5617444515228271,0.812845766544342,0.7607421875,0.2511013150215149,0.2511013150215149,0.19899773597717285,0.05210357904434204
mvtec,hazelnut,print,11,1,dataset\MVTec\hazelnut/test/print/011.png,0.8071541786193848,0.9088414311408995,0.80322265625,0.10561877489089955,0.10168725252151478,0.003931522369384766,0.10561877489089955
mvtec,hazelnut,print,12,1,dataset\MVTec\hazelnut/test/print/012.png,0.5064983367919922,0.7995790839195251,0.71240234375,0.29308074712753296,0.29308074712753296,0.2059040069580078,0.08717674016952515
mvtec,hazelnut,print,13,1,dataset\MVTec\hazelnut/test/print/013.png,0.444945752620697,0.7415539622306824,0.2451171875,0.4964367747306824,0.29660820960998535,0.19982856512069702,0.4964367747306824
mvtec,hazelnut,print,14,1,dataset\MVTec\hazelnut/test/print/014.png,0.7936692237854004,0.9440632462501526,0.6298828125,0.3141804337501526,0.1503940224647522,0.1637864112854004,0.3141804337501526
mvtec,hazelnut,print,15,1,dataset\MVTec\hazelnut/test/print/015.png,0.5369865894317627,0.7809441089630127,0.33447265625,0.4464714527130127,0.24395751953125,0.2025139331817627,0.4464714527130127
mvtec,hazelnut,print,16,1,dataset\MVTec\hazelnut/test/print/016.png,0.6544449329376221,0.9207358360290528,0.8173828125,0.2662909030914308,0.2662909030914308,0.16293787956237793,0.10335302352905285
mvtec,hazelnut,print,2,1,dataset\MVTec\hazelnut/test/print/002.png,0.4608007073402405,0.891021728515625,0.56201171875,0.4302210211753845,0.4302210211753845,0.10121101140975952,0.329010009765625
mvtec,hazelnut,print,3,1,dataset\MVTec\hazelnut/test/print/003.png,0.492992639541626,0.7558364272117615,0.56982421875,0.2628437876701355,0.2628437876701355,0.07683157920837402,0.18601220846176147
mvtec,hazelnut,print,4,1,dataset\MVTec\hazelnut/test/print/004.png,0.8244566321372986,0.9043784141540528,0.7607421875,0.14363622665405285,0.07992178201675426,0.06371444463729858,0.14363622665405285
mvtec,hazelnut,print,5,1,dataset\MVTec\hazelnut/test/print/005.png,0.7826070189476013,0.7922922968864441,0.5078125,0.2844797968864441,0.009685277938842773,0.2747945189476013,0.2844797968864441
mvtec,hazelnut,print,6,1,dataset\MVTec\hazelnut/test/print/006.png,0.5548204779624939,0.8474738597869873,0.85205078125,0.2972303032875061,0.2926533818244934,0.2972303032875061,0.004576921463012695
mvtec,hazelnut,print,7,1,dataset\MVTec\hazelnut/test/print/007.png,0.6233484148979187,0.9046584963798524,0.67236328125,0.2813100814819337,0.2813100814819337,0.0490148663520813,0.2322952151298524
mvtec,hazelnut,print,8,1,dataset\MVTec\hazelnut/test/print/008.png,0.7881501913070679,0.6797364354133606,0.66552734375,0.12262284755706787,0.10841375589370728,0.12262284755706787,0.014209091663360596
mvtec,hazelnut,print,9,1,dataset\MVTec\hazelnut/test/print/009.png,0.6320852041244507,0.9252866506576538,0.414794921875,0.5104917287826538,0.2932014465332031,0.21729028224945068,0.5104917287826538
